Num.,Candidate,Constituency,Votes,Percentage,Seat won,Party
11,WARCHOLIŃSKI Marek,Nr 3 [Wrocław],1280,0.01,nie,1
12,KWIATKOWSKA-KORCZAK Janina,Nr 3 [Wrocław],540,0.0,nie,1
13,KUCHARSKA Aleksandra Anna,Nr 3 [Wrocław],715,0.0,nie,1
14,KUŹMICZ Łukasz Maciej,Nr 3 [Wrocław],1147,0.01,nie,1
15,GROCHOLSKI Bartosz Krystian,Nr 3 [Wrocław],385,0.0,nie,1
16,MACAŁA Łukasz Michał,Nr 3 [Wrocław],340,0.0,nie,1
17,SZULC Joanna Alicja,Nr 3 [Wrocław],611,0.0,nie,1
18,FURDYNA Jolanta Stanisława,Nr 3 [Wrocław],163,0.0,nie,1
19,ZALEWSKI Karol Henryk,Nr 3 [Wrocław],542,0.0,nie,1
20,BUBNICKA Barbara Maria,Nr 3 [Wrocław],174,0.0,nie,1
21,KOWALSKI Arkadiusz Rafał,Nr 3 [Wrocław],377,0.0,nie,1
22,MAJOCHA Elżbieta Marta,Nr 3 [Wrocław],158,0.0,nie,1
23,SOŁTYS Jacek Jan,Nr 3 [Wrocław],327,0.0,nie,1
24,ADAMCZYK-POGORZELEC Bożena Maria,Nr 3 [Wrocław],165,0.0,nie,1
25,BARTOSZEWICZ Urszula Agnieszka,Nr 3 [Wrocław],308,0.0,nie,1
26,PAWNUK Emilia Maria,Nr 3 [Wrocław],344,0.0,nie,1
27,MRÓZ-MOŻDŻONEK Joanna Róża,Nr 3 [Wrocław],394,0.0,nie,1
28,ŁOPATKA Mirosław Mieczysław,Nr 3 [Wrocław],1332,0.01,nie,1
1,KURZAWA Dariusz,Nr 4 [Bydgoszcz],17648,0.1,tak,1
2,SIKORA Krzysztof Gustaw,Nr 4 [Bydgoszcz],2768,0.01,nie,1
3,ŚMIGIELSKA Klaudia,Nr 4 [Bydgoszcz],2583,0.01,nie,1
4,KOZŁOWSKA Zofia Władysława,Nr 4 [Bydgoszcz],2604,0.01,nie,1
5,NAWROT Jadwiga Władysława,Nr 4 [Bydgoszcz],785,0.0,nie,1
6,BIERNACKI Jan Kazimierz,Nr 4 [Bydgoszcz],1325,0.01,nie,1
7,KOSZOWSKI Franciszek,Nr 4 [Bydgoszcz],1789,0.01,nie,1
8,ANKIEWICZ-JASIŃSKA Ewa Teresa,Nr 4 [Bydgoszcz],468,0.0,nie,1
9,KAPUSTA Zbigniew Piotr,Nr 4 [Bydgoszcz],952,0.01,nie,1
10,MIŁOWSKI Tomasz Edmund,Nr 4 [Bydgoszcz],1117,0.01,nie,1
11,SOBIECHOWSKA Hanna Jadwiga,Nr 4 [Bydgoszcz],633,0.0,nie,1
12,PAZDERSKA Aleksandra Beata,Nr 4 [Bydgoszcz],455,0.0,nie,1
13,RÓŻAŃSKI Krzysztof Janusz,Nr 4 [Bydgoszcz],549,0.0,nie,1
14,BAGNEROWSKI Tomasz,Nr 4 [Bydgoszcz],671,0.0,nie,1
15,SANKOWSKI Paweł Maksymilian,Nr 4 [Bydgoszcz],542,0.0,nie,1
16,STANEK Aleksandra Maria,Nr 4 [Bydgoszcz],544,0.0,nie,1
17,URBAŃSKI Łukasz Cyprian,Nr 4 [Bydgoszcz],434,0.0,nie,1
18,PROCHOWNIK Wiesława Stanisława,Nr 4 [Bydgoszcz],383,0.0,nie,1
19,ROWIŃSKI Grzegorz Czesław,Nr 4 [Bydgoszcz],186,0.0,nie,1
20,PAWLINA Henryk,Nr 4 [Bydgoszcz],439,0.0,nie,1
21,SŁOMA Jarosław Jan,Nr 4 [Bydgoszcz],886,0.0,nie,1
22,ŁĄCZNA Kamila Tatiana,Nr 4 [Bydgoszcz],436,0.0,nie,1
23,SUPERCZYŃSKI Jacek,Nr 4 [Bydgoszcz],931,0.01,nie,1
24,MES Ewa Monika,Nr 4 [Bydgoszcz],2369,0.01,nie,1
1,SZRAMKA Paweł,Nr 5 [Toruń],14404,0.08,tak,1
2,SOSNOWSKI Zbigniew,Nr 5 [Toruń],9839,0.05,nie,1
3,DZIĘCIOŁ Janusz Andrzej,Nr 5 [Toruń],4395,0.02,nie,1
4,ZAKRZEWSKA Edyta Lidia,Nr 5 [Toruń],2688,0.01,nie,1
5,KIERZKOWSKA Ewa Sławomira,Nr 5 [Toruń],1529,0.01,nie,1
6,KACZAN Damian Rafał,Nr 5 [Toruń],421,0.0,nie,1
7,OKRUCIŃSKI Marcin,Nr 5 [Toruń],639,0.0,nie,1
8,KICIAK-KUCHARSKA Magdalena,Nr 5 [Toruń],1291,0.01,nie,1
9,GROSS Andrzej Ignacy,Nr 5 [Toruń],598,0.0,nie,1
10,NAJBERG Jarosław Przemysław,Nr 5 [Toruń],436,0.0,nie,1
11,STANISZEWSKI Sławomir Franciszek,Nr 5 [Toruń],1095,0.01,nie,1
12,KUBCZAK-KOSICKA Anna Maria,Nr 5 [Toruń],432,0.0,nie,1
13,KUBACKI Bartosz Damian,Nr 5 [Toruń],731,0.0,nie,1
14,RACHUBIŃSKA Marzena Ewa,Nr 5 [Toruń],409,0.0,nie,1
15,SŁOWIK Sławomir,Nr 5 [Toruń],504,0.0,nie,1
16,BARYŁO Angelika Monika,Nr 5 [Toruń],249,0.0,nie,1
17,OWCZARZ Andrzej,Nr 5 [Toruń],409,0.0,nie,1
18,WARSZAWSKA Danuta Ewa,Nr 5 [Toruń],665,0.0,nie,1
19,MAMROT Przemysław,Nr 5 [Toruń],383,0.0,nie,1
20,MATUSZEWSKA Marika Katarzyna,Nr 5 [Toruń],499,0.0,nie,1
21,ŁUCZAK Tomasz,Nr 5 [Toruń],817,0.0,nie,1
22,PASTUSZKA Anna,Nr 5 [Toruń],535,0.0,nie,1
23,KWAPIŃSKI Witold,Nr 5 [Toruń],154,0.0,nie,1
24,BUDZIŃSKA Joanna,Nr 5 [Toruń],344,0.0,nie,1
25,CZARNECKI Krzysztof,Nr 5 [Toruń],440,0.0,nie,1
26,BARANOWSKI Krzysztof,Nr 5 [Toruń],5319,0.03,nie,1
1,ŁOPATA Jan Zbigniew,Nr 6 [Lublin],13346,0.07,tak,1
2,KOS Marek,Nr 6 [Lublin],6145,0.03,nie,1
3,SMOLARZ Henryk Józef,Nr 6 [Lublin],5922,0.03,nie,1
4,KAPUSTA Grzegorz Krzysztof,Nr 6 [Lublin],4510,0.02,nie,1
5,KRZĘCIO Dariusz Maksymilian,Nr 6 [Lublin],1384,0.01,nie,1
6,RZETELSKI Piotr Sławomir,Nr 6 [Lublin],2587,0.01,nie,1
7,RODZIK Zenon Jerzy,Nr 6 [Lublin],1268,0.01,nie,1
8,SZYSZKO Grzegorz Stanisław,Nr 6 [Lublin],1177,0.01,nie,1
9,KOPEĆ Marek,Nr 6 [Lublin],2589,0.01,nie,1
10,KOŁODZIEJCZYK Dariusz Stanisław,Nr 6 [Lublin],2412,0.01,nie,1
11,NIEZGODA Marceli Mateusz,Nr 6 [Lublin],577,0.0,nie,1
12,KUCHARCZYK Karolina,Nr 6 [Lublin],822,0.0,nie,1
13,DUDZIŃSKA Edyta Agnieszka,Nr 6 [Lublin],1390,0.01,nie,1
14,BEDNARSKI Jerzy Włodzimierz,Nr 6 [Lublin],509,0.0,nie,1
15,GRZYWACZEWSKA Anna,Nr 6 [Lublin],577,0.0,nie,1
16,SZMIDT Anna,Nr 6 [Lublin],446,0.0,nie,1
17,FRANCZAK Eliza Agata,Nr 6 [Lublin],462,0.0,nie,1
18,CHOCHOWSKI Krzysztof Kamil,Nr 6 [Lublin],294,0.0,nie,1
19,STANIBUŁA Daniel,Nr 6 [Lublin],159,0.0,nie,1
20,PIĄTEK Marlena,Nr 6 [Lublin],483,0.0,nie,1
21,MISIASZEK Magdalena,Nr 6 [Lublin],396,0.0,nie,1
22,KASPRZAK Renata Jolanta,Nr 6 [Lublin],273,0.0,nie,1
23,DRĄŻYK-ŚWITAJ Urszula Monika,Nr 6 [Lublin],342,0.0,nie,1
24,BUJAK Małgorzata,Nr 6 [Lublin],385,0.0,nie,1
25,WDOWIAK Magdalena Maria,Nr 6 [Lublin],313,0.0,nie,1
26,WILK Jacek Andrzej,Nr 6 [Lublin],650,0.0,nie,1
27,RUDNIK Henryk Jan,Nr 6 [Lublin],128,0.0,nie,1
28,KOT Barbara,Nr 6 [Lublin],677,0.0,nie,1
29,ODROBIŃSKA Aneta,Nr 6 [Lublin],204,0.0,nie,1
30,SŁOWIK Daniel,Nr 6 [Lublin],1047,0.01,nie,1
1,SACHAJKO Jarosław,Nr 7 [Chełm],10651,0.06,tak,1
2,BRATKOWSKI Arkadiusz Tomasz,Nr 7 [Chełm],6215,0.03,nie,1
3,LITWINIUK Przemysław,Nr 7 [Chełm],5409,0.03,nie,1
4,RÓŻYŃSKI Wiesław Marian,Nr 7 [Chełm],4926,0.03,nie,1
5,SMAL Kazimierz,Nr 7 [Chełm],3025,0.02,nie,1
6,ROMAŃCZUK Andrzej,Nr 7 [Chełm],3205,0.02,nie,1
7,SZYMALA Anna,Nr 7 [Chełm],2715,0.01,nie,1
8,KOWALCZYK Jan Franciszek,Nr 7 [Chełm],3374,0.02,nie,1
9,WIŚNIEWSKA Anna,Nr 7 [Chełm],1144,0.01,nie,1
10,SUSZCZYŃSKI Sławomir Jan,Nr 7 [Chełm],301,0.0,nie,1
11,MALESA Marzena Jolanta,Nr 7 [Chełm],274,0.0,nie,1
12,CZUBA Agnieszka Renata,Nr 7 [Chełm],649,0.0,nie,1
13,PIWKO Karolina,Nr 7 [Chełm],852,0.0,nie,1
14,WYPYCH Teodora,Nr 7 [Chełm],195,0.0,nie,1
15,STANIBUŁA Ryszard Zbigniew,Nr 7 [Chełm],338,0.0,nie,1
16,FORNAL Mirosława Teresa,Nr 7 [Chełm],135,0.0,nie,1
17,KAMIŃSKA Irena,Nr 7 [Chełm],241,0.0,nie,1
18,NOWAK Teresa,Nr 7 [Chełm],388,0.0,nie,1
19,KOCZKODAJ Bartosz,Nr 7 [Chełm],492,0.0,nie,1
20,DZIUBA Anna Bożena,Nr 7 [Chełm],188,0.0,nie,1
21,SIEMAKOWICZ Grzegorz,Nr 7 [Chełm],301,0.0,nie,1
22,WILBIK Marek,Nr 7 [Chełm],471,0.0,nie,1
23,NOSEK Sławomir Paweł,Nr 7 [Chełm],214,0.0,nie,1
24,ZIELIŃSKI Janusz,Nr 7 [Chełm],1901,0.01,nie,1
1,FEDAK Jolanta Beata,Nr 8 [Zielona Góra],13792,0.07,tak,1
2,ŚWIREPO Jan,Nr 8 [Zielona Góra],2310,0.01,nie,1
3,GROC Artur Dariusz,Nr 8 [Zielona Góra],831,0.0,nie,1
4,KRÓL Roman Stanisław,Nr 8 [Zielona Góra],1473,0.01,nie,1
5,HARĘŹLAK Wioleta Elżbieta,Nr 8 [Zielona Góra],2899,0.02,nie,1
6,TOMCZYSZYN Stanisław,Nr 8 [Zielona Góra],3150,0.02,nie,1
7,PLEWA Zofia Teresa,Nr 8 [Zielona Góra],1643,0.01,nie,1
8,KACZMAREK Jarosław Józef,Nr 8 [Zielona Góra],1015,0.01,nie,1
9,KOŁODZIEJ Zbigniew Jan,Nr 8 [Zielona Góra],2058,0.01,nie,1
10,CZEREPKO Iwona Agnieszka,Nr 8 [Zielona Góra],855,0.0,nie,1
11,CHINALSKA Anna,Nr 8 [Zielona Góra],1292,0.01,nie,1
12,DĘBICKA Anna Wiesława,Nr 8 [Zielona Góra],668,0.0,nie,1
13,KUMOR-PILARCZYK Izabela Ewa,Nr 8 [Zielona Góra],623,0.0,nie,1
14,HALASZ Marek,Nr 8 [Zielona Góra],1626,0.01,nie,1
15,KULCZYŃSKI Sławomir,Nr 8 [Zielona Góra],735,0.0,nie,1
16,OLEJNICZAK Mirosław Wojciech,Nr 8 [Zielona Góra],1092,0.01,nie,1
17,WRÓBLEWSKI Dariusz Jerzy,Nr 8 [Zielona Góra],589,0.0,nie,1
18,GEMBARA Andrzej Janusz,Nr 8 [Zielona Góra],728,0.0,nie,1
19,SOŁTYS Antoni Józef,Nr 8 [Zielona Góra],861,0.0,nie,1
20,STAROSTA Waldemar Henryk,Nr 8 [Zielona Góra],703,0.0,nie,1
21,SZUMNA Wanda Elżbieta,Nr 8 [Zielona Góra],391,0.0,nie,1
22,KOMAR Anna Sylwia,Nr 8 [Zielona Góra],684,0.0,nie,1
23,BRYSZEWSKA Krystyna,Nr 8 [Zielona Góra],435,0.0,nie,1
24,MEJZA Łukasz,Nr 8 [Zielona Góra],10490,0.06,nie,1
1,BIŃCZYCKA Elżbieta,Nr 9 [Łódź],6032,0.03,nie,1
2,SIEMIŃSKI Henryk Stanisław,Nr 9 [Łódź],1034,0.01,nie,1
3,MAJEWSKI Eugeniusz Paweł,Nr 9 [Łódź],768,0.0,nie,1
4,GŁADYSZ Ewa Małgorzata,Nr 9 [Łódź],1945,0.01,nie,1
5,GRALEWSKA-JAGIEŁŁO Irena,Nr 9 [Łódź],874,0.0,nie,1
6,ZABOROWSKA-GORZKIEWICZ Klaudia Czesława,Nr 9 [Łódź],834,0.0,nie,1
7,PIONTEK Marcin Tomasz,Nr 9 [Łódź],535,0.0,nie,1
8,KULESZKA Agata,Nr 9 [Łódź],1595,0.01,nie,1
9,BEDNAREK Maksymilian Patryk,Nr 9 [Łódź],785,0.0,nie,1
10,KACPRZYCKI Adam Tomasz,Nr 9 [Łódź],348,0.0,nie,1
11,LIPSKI Bartłomiej,Nr 9 [Łódź],783,0.0,nie,1
12,JACKIEWICZ Jerzy Andrzej,Nr 9 [Łódź],164,0.0,nie,1
13,OLEKSIEWICZ Monika Dorota,Nr 9 [Łódź],454,0.0,nie,1
14,MATYSIAK Michał,Nr 9 [Łódź],556,0.0,nie,1
15,WOJCIECHOWSKI Adam Grzegorz,Nr 9 [Łódź],362,0.0,nie,1
16,MIELCZAREK Witold Adam,Nr 9 [Łódź],215,0.0,nie,1
17,KASPRZYK-KOSTRZEWA Anna,Nr 9 [Łódź],444,0.0,nie,1
18,PIEKIELNY Piotr Witold,Nr 9 [Łódź],397,0.0,nie,1
19,JĘDRASIK Krzysztof Piotr,Nr 9 [Łódź],703,0.0,nie,1
1,KLIMCZAK Dariusz,Nr 10 [Piotrków Trybunalski],15977,0.09,tak,1
2,ŁUCZKOWSKI Tomasz,Nr 10 [Piotrków Trybunalski],6184,0.03,nie,1
3,JĘDRASZEK Teresa Małgorzata,Nr 10 [Piotrków Trybunalski],1323,0.01,nie,1
4,OŚCIK Elżbieta Teresa,Nr 10 [Piotrków Trybunalski],1415,0.01,nie,1
5,MAJEWSKI Henryk,Nr 10 [Piotrków Trybunalski],921,0.0,nie,1
6,KĄCKI Bogdan,Nr 10 [Piotrków Trybunalski],914,0.0,nie,1
7,CZECHOWSKA Krystyna,Nr 10 [Piotrków Trybunalski],1091,0.01,nie,1
8,FIRST Agnieszka Teresa,Nr 10 [Piotrków Trybunalski],1301,0.01,nie,1
9,WYSZOGRODZKI Zbigniew Stanisław,Nr 10 [Piotrków Trybunalski],510,0.0,nie,1
10,GRAŁEK Bożena Maria,Nr 10 [Piotrków Trybunalski],601,0.0,nie,1
11,GÓRSKA Alicja Bogusława,Nr 10 [Piotrków Trybunalski],494,0.0,nie,1
12,OLSZEWSKA Grażyna Marianna,Nr 10 [Piotrków Trybunalski],426,0.0,nie,1
13,WALCZYK Jacek Bogdan,Nr 10 [Piotrków Trybunalski],494,0.0,nie,1
14,ŁOŚ Stanisław,Nr 10 [Piotrków Trybunalski],833,0.0,nie,1
15,ROBAK Barbara Danuta,Nr 10 [Piotrków Trybunalski],638,0.0,nie,1
16,PAZUREK Damian Piotr,Nr 10 [Piotrków Trybunalski],308,0.0,nie,1
17,SKORUPA Ewelina,Nr 10 [Piotrków Trybunalski],1018,0.01,nie,1
18,MAZUR Marek Marian,Nr 10 [Piotrków Trybunalski],1703,0.01,nie,1
1,BEJDA Paweł Jan,Nr 11 [Sieradz],14161,0.08,tak,1
2,ZIĘBA-GZIK Jolanta,Nr 11 [Sieradz],7096,0.04,nie,1
3,NOWAK Adam Paweł,Nr 11 [Sieradz],3106,0.02,nie,1
4,NAWROCKA Elżbieta Renata,Nr 11 [Sieradz],2565,0.01,nie,1
5,JAROTA Bogdan Ryszard,Nr 11 [Sieradz],1185,0.01,nie,1
6,WOŹNIAK Tomasz,Nr 11 [Sieradz],3348,0.02,nie,1
7,STASIAK Zbigniew Marek,Nr 11 [Sieradz],1631,0.01,nie,1
8,PACHOLSKI Michał Tomasz,Nr 11 [Sieradz],1164,0.01,nie,1
9,KRAWCZYK Marek Jan,Nr 11 [Sieradz],603,0.0,nie,1
10,BEDNAREK Ewa,Nr 11 [Sieradz],1204,0.01,nie,1
11,JANKOWSKI Marek,Nr 11 [Sieradz],445,0.0,nie,1
12,KARNISZEWSKI Andrzej,Nr 11 [Sieradz],332,0.0,nie,1
13,PLEWIŃSKI Paweł Krzysztof,Nr 11 [Sieradz],1146,0.01,nie,1
14,TERKA Michał Waldemar,Nr 11 [Sieradz],359,0.0,nie,1
15,KACZOROWSKA Maria,Nr 11 [Sieradz],464,0.0,nie,1
16,ŁABĘDZKI Marcin,Nr 11 [Sieradz],582,0.0,nie,1
17,BŁACH Alina,Nr 11 [Sieradz],294,0.0,nie,1
18,ŻÓRAW Andrzej,Nr 11 [Sieradz],369,0.0,nie,1
19,KRAWCZYK Ewa Anna,Nr 11 [Sieradz],554,0.0,nie,1
20,ROMANOW-PRZYBYLAK Justyna Agnieszka,Nr 11 [Sieradz],636,0.0,nie,1
21,MORGA Agnieszka,Nr 11 [Sieradz],505,0.0,nie,1
22,CZUPRYNIAK Danuta,Nr 11 [Sieradz],322,0.0,nie,1
23,GRZEGORY Adam,Nr 11 [Sieradz],701,0.0,nie,1
24,STĘPIEŃ Andrzej Paweł,Nr 11 [Sieradz],4601,0.02,nie,1
1,BRYNKUS Józef,Nr 12 [Kraków],8122,0.04,nie,1
2,KAŁA Józef,Nr 12 [Kraków],3904,0.02,nie,1
3,HERBUT Dawid Julian,Nr 12 [Kraków],1998,0.01,nie,1
4,ZAWADZKI Grzegorz Roman,Nr 12 [Kraków],668,0.0,nie,1
5,DĘBIŃSKA Maria,Nr 12 [Kraków],1290,0.01,nie,1
6,GOŁĄB Katarzyna,Nr 12 [Kraków],1616,0.01,nie,1
7,BOLEK Magdalena,Nr 12 [Kraków],1151,0.01,nie,1
8,BEDRA Renata Barbara,Nr 12 [Kraków],342,0.0,nie,1
9,MICHALEC Sylwia,Nr 12 [Kraków],800,0.0,nie,1
10,SIKORA Marek Andrzej,Nr 12 [Kraków],668,0.0,nie,1
11,HYJEK Ewa Maria,Nr 12 [Kraków],350,0.0,nie,1
12,PAJĄK Dorota,Nr 12 [Kraków],1073,0.01,nie,1
13,JAKUBOWSKI Tomasz Marek,Nr 12 [Kraków],452,0.0,nie,1
14,KIERPIEC Daniel Józef,Nr 12 [Kraków],198,0.0,nie,1
15,GÓRECKI Andrzej,Nr 12 [Kraków],885,0.0,nie,1
16,MOTYKA Miłosz Maksymilian,Nr 12 [Kraków],1479,0.01,nie,1
1,ŚCIGAJ Agnieszka,Nr 13 [Kraków],20877,0.11,tak,1
2,KEMPF Piotr Marek,Nr 13 [Kraków],4447,0.02,nie,1
3,PATENA Marta Elżbieta,Nr 13 [Kraków],4428,0.02,nie,1
4,WANTUCH Łukasz Mariusz,Nr 13 [Kraków],1573,0.01,nie,1
5,PUŁKA Jerzy,Nr 13 [Kraków],1465,0.01,nie,1
6,STACH Beata Katarzyna,Nr 13 [Kraków],812,0.0,nie,1
7,SZCZOCZARZ Bartłomiej Andrzej,Nr 13 [Kraków],1182,0.01,nie,1
8,ZIELNIK-PIELKA Joanna Małgorzata,Nr 13 [Kraków],992,0.01,nie,1
9,LĘCZNAROWICZ Elżbieta Janina,Nr 13 [Kraków],583,0.0,nie,1
10,GAJĘCKA Jolanta Anna,Nr 13 [Kraków],853,0.0,nie,1
11,KLEMPA Przemysław Zbigniew,Nr 13 [Kraków],383,0.0,nie,1
12,PASZKOT Marzena Iwona,Nr 13 [Kraków],344,0.0,nie,1
13,APOSTOŁ Marian,Nr 13 [Kraków],1105,0.01,nie,1
14,OKRAJEK Włodzimierz Wiktor,Nr 13 [Kraków],818,0.0,nie,1
15,POBĘDZA Czesław Maciej,Nr 13 [Kraków],252,0.0,nie,1
16,MITKA Katarzyna Helena,Nr 13 [Kraków],857,0.0,nie,1
17,FLOREK Marcin Grzegorz,Nr 13 [Kraków],491,0.0,nie,1
18,KURTYKA Halina Ewa,Nr 13 [Kraków],964,0.01,nie,1
19,SŁAWOMIRSKI Radosław Paweł,Nr 13 [Kraków],144,0.0,nie,1
20,STRUTYŃSKI Łukasz Andrzej,Nr 13 [Kraków],223,0.0,nie,1
21,SOSENKO Krzysztof Jan,Nr 13 [Kraków],318,0.0,nie,1
22,PASTERNAK Janusz Mariusz,Nr 13 [Kraków],862,0.0,nie,1
23,DRWAL Dawid Marek,Nr 13 [Kraków],268,0.0,nie,1
24,SZWED Barbara Ewa,Nr 13 [Kraków],358,0.0,nie,1
25,MACHNIK Grzegorz Józef,Nr 13 [Kraków],348,0.0,nie,1
26,WÓJCIK Adam Bernard,Nr 13 [Kraków],416,0.0,nie,1
27,DZIEDZIC Stanisław,Nr 13 [Kraków],516,0.0,nie,1
28,PROKOP-STASZECKA Anna Barbara,Nr 13 [Kraków],1340,0.01,nie,1
1,NOWOGÓRSKA Urszula Teresa,Nr 14 [Nowy Sącz],11499,0.06,tak,1
2,KOLBRECKA Józefa,Nr 14 [Nowy Sącz],1165,0.01,nie,1
3,TUMIDAJEWICZ Iwona Agnieszka,Nr 14 [Nowy Sącz],2207,0.01,nie,1
4,KRYGOWSKI Anatol,Nr 14 [Nowy Sącz],1516,0.01,nie,1
5,PÓŁCHŁOPEK Małgorzata Krystyna,Nr 14 [Nowy Sącz],923,0.0,nie,1
6,KIEŁBASA Katarzyna Maria,Nr 14 [Nowy Sącz],1149,0.01,nie,1
7,BARAN Grzegorz,Nr 14 [Nowy Sącz],834,0.0,nie,1
8,PALUCH Przemysław Marcin,Nr 14 [Nowy Sącz],798,0.0,nie,1
9,BIAŁOŃ Maria Barbara,Nr 14 [Nowy Sącz],537,0.0,nie,1
10,BARNA Andrzej,Nr 14 [Nowy Sącz],402,0.0,nie,1
11,JANUS Mirosław Stanisław,Nr 14 [Nowy Sącz],217,0.0,nie,1
12,BĄK Maria,Nr 14 [Nowy Sącz],600,0.0,nie,1
13,POPŁAWSKA Irena Barbara,Nr 14 [Nowy Sącz],442,0.0,nie,1
14,GRABSKA Wioletta Dorota,Nr 14 [Nowy Sącz],227,0.0,nie,1
15,FILAS Krzysztof,Nr 14 [Nowy Sącz],592,0.0,nie,1
16,TYLKA Maria,Nr 14 [Nowy Sącz],397,0.0,nie,1
17,RAPCIAK Hubert Jan,Nr 14 [Nowy Sącz],245,0.0,nie,1
18,WÓJCIAK Małgorzata,Nr 14 [Nowy Sącz],337,0.0,nie,1
19,CZARNECKI Rafał Marcin,Nr 14 [Nowy Sącz],423,0.0,nie,1
20,PASOŃ Stanisław Wojciech,Nr 14 [Nowy Sącz],2693,0.01,nie,1
1,KOSINIAK-KAMYSZ Władysław Marcin,Nr 15 [Tarnów],33784,0.18,tak,1
2,KORDULA Joanna Ewa,Nr 15 [Tarnów],1229,0.01,nie,1
3,SORYS Stanisław Andrzej,Nr 15 [Tarnów],1558,0.01,nie,1
4,DROŻDŻAK Ryszard,Nr 15 [Tarnów],1198,0.01,nie,1
5,GAWEŁ Marcin Stanisław,Nr 15 [Tarnów],1217,0.01,nie,1
6,KAMIŃSKI Bogusław,Nr 15 [Tarnów],746,0.0,nie,1
7,DUDA Grzegorz,Nr 15 [Tarnów],910,0.0,nie,1
8,SKALAK Anna Teresa,Nr 15 [Tarnów],439,0.0,nie,1
9,BIEDROŃ Adam Roman,Nr 15 [Tarnów],988,0.01,nie,1
10,ŁAKOMA Maria Stefania,Nr 15 [Tarnów],330,0.0,nie,1
11,ZALEWSKI Marian Józef,Nr 15 [Tarnów],682,0.0,nie,1
12,DĄBROŚ Stella Józefa,Nr 15 [Tarnów],335,0.0,nie,1
13,ŻAK Tadeusz Kazimierz,Nr 15 [Tarnów],655,0.0,nie,1
14,POWROŹNIK Magdalena Anna,Nr 15 [Tarnów],407,0.0,nie,1
15,CHMIELA Artur Piotr,Nr 15 [Tarnów],431,0.0,nie,1
16,MYŚKÓW-SKOCZEK Beata Maria,Nr 15 [Tarnów],385,0.0,nie,1
17,TOKARCZYK-KOZIOŁ Małgorzata Anna,Nr 15 [Tarnów],272,0.0,nie,1
18,MIKOS Marcin Krzysztof,Nr 15 [Tarnów],767,0.0,nie,1
1,ZGORZELSKI Piotr,Nr 16 [Płock],16775,0.09,tak,1
2,ORLIŃSKI Mirosław Adam,Nr 16 [Płock],8826,0.05,nie,1
3,WOJNAROWSKI Konrad,Nr 16 [Płock],4242,0.02,nie,1
4,SZCZEPANKOWSKI Zenon,Nr 16 [Płock],4137,0.02,nie,1
5,WRÓBLEWSKA Maria Bożena,Nr 16 [Płock],1764,0.01,nie,1
6,RZYMOWSKI Jerzy,Nr 16 [Płock],2127,0.01,nie,1
7,SIEROCKA Iwona,Nr 16 [Płock],1553,0.01,nie,1
8,LEWANDOWSKI Łukasz,Nr 16 [Płock],2258,0.01,nie,1
9,RYZIŃSKI Jacek,Nr 16 [Płock],1866,0.01,nie,1
10,SOSNOWSKI Michał,Nr 16 [Płock],1546,0.01,nie,1
11,SZUSTAKIEWICZ Wojciech,Nr 16 [Płock],1391,0.01,nie,1
12,DURCZAK KUŹMIŃSKA Katarzyna,Nr 16 [Płock],286,0.0,nie,1
13,DERLUKIEWICZ Anna,Nr 16 [Płock],1190,0.01,nie,1
14,KOPER Karolina Agnieszka,Nr 16 [Płock],1006,0.01,nie,1
15,RZESZOTARSKI Piotr Łukasz,Nr 16 [Płock],1665,0.01,nie,1
16,MIRGOS-KILANOWSKA Nina,Nr 16 [Płock],216,0.0,nie,1
17,SOSIŃSKA-OSIECKA Agata Ewa,Nr 16 [Płock],663,0.0,nie,1
18,APTEWICZ Elżbieta Urszula,Nr 16 [Płock],215,0.0,nie,1
19,SMOLIŃSKA Anna,Nr 16 [Płock],2211,0.01,nie,1
20,KOMINEK Tomasz,Nr 16 [Płock],2290,0.01,nie,1
1,MALISZEWSKI Mirosław Wojciech,Nr 17 [Radom],12752,0.07,tak,1
2,GRABOWSKI Dariusz Maciej,Nr 17 [Radom],2400,0.01,nie,1
3,JAWORSKA Bogusława Janina,Nr 17 [Radom],3072,0.02,nie,1
4,DUSZYK Adam Benon,Nr 17 [Radom],1523,0.01,nie,1
5,FIDOS Robert Sylwester,Nr 17 [Radom],1277,0.01,nie,1
6,DOBOSZ Robert,Nr 17 [Radom],2142,0.01,nie,1
7,MALEC Ewa,Nr 17 [Radom],1593,0.01,nie,1
8,NALEWAJKO Irena,Nr 17 [Radom],849,0.0,nie,1
9,JAROSZEK-NOWAK Ilona Dorota,Nr 17 [Radom],708,0.0,nie,1
10,DUDEK Jadwiga,Nr 17 [Radom],634,0.0,nie,1
11,ŚLIFIRCZYK Mirosław,Nr 17 [Radom],1042,0.01,nie,1
12,STOLARCZYK Agnieszka Barbara,Nr 17 [Radom],1159,0.01,nie,1
13,WĘGRZECKA Maria Agnieszka,Nr 17 [Radom],803,0.0,nie,1
14,GĄSIOROWSKA Barbara Elżbieta,Nr 17 [Radom],874,0.0,nie,1
15,SINIARSKA Karolina Zofia,Nr 17 [Radom],206,0.0,nie,1
16,REJCZAK Krzysztof Leszek,Nr 17 [Radom],770,0.0,nie,1
17,GUMOWSKI Ireneusz,Nr 17 [Radom],949,0.01,nie,1
18,GOŁĄBEK Zbigniew,Nr 17 [Radom],1432,0.01,nie,1
