Num.,Candidate,Constituency,Votes,Percentage,Seat won,Party
15,KRUCZEK Stanisław,Nr 23 [Rzeszów],8344,0.05,nie,2
16,KAPINOS Fryderyk Sylwester,Nr 23 [Rzeszów],18450,0.1,tak,2
17,KALINKA Kamil,Nr 23 [Rzeszów],9540,0.05,nie,2
18,BEDNARZ Robert Jan,Nr 23 [Rzeszów],7421,0.04,nie,2
19,GODEK Robert Czesław,Nr 23 [Rzeszów],6791,0.04,nie,2
20,FRYSZTAK Bernadeta Dorota,Nr 23 [Rzeszów],11120,0.06,nie,2
21,ŁĄCZAK Czesław,Nr 23 [Rzeszów],4113,0.02,nie,2
22,FIJOŁEK Marcin Piotr,Nr 23 [Rzeszów],5262,0.03,nie,2
23,TŁUSTA Helena Grażyna,Nr 23 [Rzeszów],1152,0.01,nie,2
24,BARTKOWICZ Magdalena Barbara,Nr 23 [Rzeszów],789,0.0,nie,2
25,KRZEK Agata,Nr 23 [Rzeszów],911,0.0,nie,2
26,TRAWIŃSKA Anna Franciszka,Nr 23 [Rzeszów],597,0.0,nie,2
27,KUŚ Ewelina Elżbieta,Nr 23 [Rzeszów],2705,0.01,nie,2
28,FOŁTA Ewa,Nr 23 [Rzeszów],763,0.0,nie,2
29,TYMUŁA Zbigniew,Nr 23 [Rzeszów],8346,0.05,nie,2
30,WARCHOŁ Marcin Józef,Nr 23 [Rzeszów],28495,0.15,tak,2
1,PIONTKOWSKI Dariusz,Nr 24 [Białystok],63878,0.35,tak,2
2,ZIELIŃSKI Jarosław,Nr 24 [Białystok],40092,0.22,tak,2
3,PASZKOWSKI Bohdan Józef,Nr 24 [Białystok],5442,0.03,nie,2
4,GWIAZDOWSKI Kazimierz,Nr 24 [Białystok],14101,0.08,tak,2
5,ŻALEK Jacek,Nr 24 [Białystok],12141,0.07,tak,2
6,BASZKO Mieczysław Kazimierz,Nr 24 [Białystok],11060,0.06,tak,2
7,KOŁAKOWSKI Lech Antoni,Nr 24 [Białystok],16138,0.09,tak,2
8,KRYNICKA Bernadeta,Nr 24 [Białystok],9328,0.05,nie,2
9,WNOROWSKI Henryk Jan,Nr 24 [Białystok],9228,0.05,nie,2
10,ANDRUSZKIEWICZ Adam,Nr 24 [Białystok],29829,0.16,tak,2
11,MUZYK Agnieszka Barbara,Nr 24 [Białystok],5580,0.03,nie,2
12,SIEKIERKO Łukasz,Nr 24 [Białystok],7733,0.04,nie,2
13,CZEPE Roman,Nr 24 [Białystok],4797,0.03,nie,2
14,MODZELEWSKI Piotr,Nr 24 [Białystok],2453,0.01,nie,2
15,MADRAS Tomasz Stefan,Nr 24 [Białystok],1642,0.01,nie,2
16,JELSKA-JAROŚ Bożena Jolanta,Nr 24 [Białystok],5998,0.03,nie,2
17,PUCZYŁOWSKA Elżbieta,Nr 24 [Białystok],2692,0.01,nie,2
18,KUCHAREWICZ Grzegorz,Nr 24 [Białystok],712,0.0,nie,2
19,SUPIŃSKI Rafał,Nr 24 [Białystok],2849,0.02,nie,2
20,BIAŁY Alicja,Nr 24 [Białystok],1922,0.01,nie,2
21,MIODUSZEWSKI Andrzej,Nr 24 [Białystok],5409,0.03,nie,2
22,NIENAŁTOWSKA Bożena,Nr 24 [Białystok],471,0.0,nie,2
23,DZIATKOWSKI Marek,Nr 24 [Białystok],725,0.0,nie,2
24,ŁUKASZEWICZ Henryk,Nr 24 [Białystok],695,0.0,nie,2
25,BUJNO Bożena Teresa,Nr 24 [Białystok],1061,0.01,nie,2
26,ZDUŃCZYK Agnieszka,Nr 24 [Białystok],1520,0.01,nie,2
27,WASILEWSKA Izabela,Nr 24 [Białystok],1170,0.01,nie,2
28,SZCZUDŁO Aleksandra,Nr 24 [Białystok],12222,0.07,tak,2
1,SELLIN Jarosław Daniel,Nr 25 [Gdańsk],29834,0.16,tak,2
2,PŁAŻYŃSKI Kacper Maciej,Nr 25 [Gdańsk],89384,0.48,tak,2
3,ŻEBROWSKI Arwid Marek,Nr 25 [Gdańsk],7304,0.04,nie,2
4,KILIAN Jan,Nr 25 [Gdańsk],7110,0.04,nie,2
5,CYMAŃSKI Tadeusz,Nr 25 [Gdańsk],8019,0.04,tak,2
6,SMOLIŃSKI Kazimierz,Nr 25 [Gdańsk],10993,0.06,tak,2
7,RABENDA Karol Kazimierz,Nr 25 [Gdańsk],1647,0.01,nie,2
8,CELMER Sylwia Agnieszka,Nr 25 [Gdańsk],1755,0.01,nie,2
9,KORALEWSKI Kazimierz Marian,Nr 25 [Gdańsk],739,0.0,nie,2
10,RAKOWSKI Tomasz Jędrzej,Nr 25 [Gdańsk],990,0.01,nie,2
11,PETKOWSKI Paweł Piotr,Nr 25 [Gdańsk],532,0.0,nie,2
12,KEMPA Anna Magdalena,Nr 25 [Gdańsk],1834,0.01,nie,2
13,SULEWSKA Katarzyna Joanna,Nr 25 [Gdańsk],927,0.01,nie,2
14,WIECZOREK Jan Antoni,Nr 25 [Gdańsk],535,0.0,nie,2
15,GÓRNIAK Sonia Anna,Nr 25 [Gdańsk],760,0.0,nie,2
16,WITTNER Marcin Daniel,Nr 25 [Gdańsk],606,0.0,nie,2
17,STOLC Grażyna Jadwiga,Nr 25 [Gdańsk],660,0.0,nie,2
18,CABAJ Joanna Dorota,Nr 25 [Gdańsk],1388,0.01,nie,2
19,JASIŃSKI Mirosław,Nr 25 [Gdańsk],416,0.0,nie,2
20,WAŃCZYK-KULPIŃSKA Katarzyna Maria,Nr 25 [Gdańsk],298,0.0,nie,2
21,BROŻEK Anna,Nr 25 [Gdańsk],1005,0.01,nie,2
22,IMIANOWSKA Barbara,Nr 25 [Gdańsk],370,0.0,nie,2
23,STANKIEWICZ Filip Andrzej,Nr 25 [Gdańsk],504,0.0,nie,2
24,RACZAK Grzegorz,Nr 25 [Gdańsk],2143,0.01,nie,2
1,HORAŁA Marcin Michał,Nr 26 [Słupsk],86079,0.47,tak,2
2,MRÓWCZYŃSKI Aleksander Mikołaj,Nr 26 [Słupsk],16726,0.09,tak,2
3,MÜLLER Piotr Józef,Nr 26 [Słupsk],26892,0.15,tak,2
4,ŚNIADEK Janusz,Nr 26 [Słupsk],9342,0.05,tak,2
5,ZWIERCAN Małgorzata Grażyna,Nr 26 [Słupsk],7879,0.04,nie,2
6,ZARUDZKI Ryszard Janusz,Nr 26 [Słupsk],2368,0.01,nie,2
7,SROKA Magdalena Joanna,Nr 26 [Słupsk],9349,0.05,tak,2
8,ŁUCZYK Mariusz Wojciech,Nr 26 [Słupsk],4317,0.02,nie,2
9,KARCZEWSKI Piotr Mariusz,Nr 26 [Słupsk],6768,0.04,nie,2
10,DAMBEK Roman Witold,Nr 26 [Słupsk],1549,0.01,nie,2
11,TREDER Adam,Nr 26 [Słupsk],3253,0.02,nie,2
12,DREWA Marcin Paweł,Nr 26 [Słupsk],3934,0.02,nie,2
13,WETTA Krzysztof Adam,Nr 26 [Słupsk],1623,0.01,nie,2
14,MACKIEWICZ-SASIAK Violetta Lilianna,Nr 26 [Słupsk],1194,0.01,nie,2
15,STOLARCZYK Paweł,Nr 26 [Słupsk],1644,0.01,nie,2
16,LEYK Andrzej,Nr 26 [Słupsk],2585,0.01,nie,2
17,BUNIOWSKA Wiesława Barbara,Nr 26 [Słupsk],833,0.0,nie,2
18,LIS Anna,Nr 26 [Słupsk],3162,0.02,nie,2
19,BIAŁOOKA-KOSTENECKA Danuta Jadwiga,Nr 26 [Słupsk],423,0.0,nie,2
20,KUŻOWNIK Jan,Nr 26 [Słupsk],299,0.0,nie,2
21,BIROSZ Mariusz Krzysztof,Nr 26 [Słupsk],657,0.0,nie,2
22,TOBOLSKA Monika,Nr 26 [Słupsk],852,0.0,nie,2
23,WAŃTUCHOWICZ Anna Marta,Nr 26 [Słupsk],611,0.0,nie,2
24,BYSTRON Andrzej Grzegorz,Nr 26 [Słupsk],3560,0.02,nie,2
25,KRYGIER-NOWAK Urszula Grażyna,Nr 26 [Słupsk],450,0.0,nie,2
26,KURZELEWSKA Arleta,Nr 26 [Słupsk],893,0.0,nie,2
27,KOWALSKI Michał Bartosz,Nr 26 [Słupsk],9000,0.05,nie,2
28,KLAWITER Kazimierz,Nr 26 [Słupsk],5340,0.03,nie,2
1,SZWED Stanisław,Nr 27 [Bielsko-Biała],65315,0.35,tak,2
2,PUDA Grzegorz Paweł,Nr 27 [Bielsko-Biała],23907,0.13,tak,2
3,MATUSZNY Kazimierz Władysław,Nr 27 [Bielsko-Biała],12967,0.07,tak,2
4,DRABEK Przemysław Mieczysław,Nr 27 [Bielsko-Biała],19770,0.11,tak,2
5,WÓJCIK Magdalena Ewa,Nr 27 [Bielsko-Biała],5816,0.03,nie,2
6,GAŻA Grzegorz Krzysztof,Nr 27 [Bielsko-Biała],11526,0.06,tak,2
7,MACURA Ryszard Arkadiusz,Nr 27 [Bielsko-Biała],7924,0.04,nie,2
8,KANAFEK-LEWANDOWSKA Marcela Joanna,Nr 27 [Bielsko-Biała],8414,0.05,nie,2
9,ADAMSKA Barbara Lucyna,Nr 27 [Bielsko-Biała],2336,0.01,nie,2
10,ŁOŚ Konrad Tomasz,Nr 27 [Bielsko-Biała],4964,0.03,nie,2
11,MIDOR Adrian Kamil,Nr 27 [Bielsko-Biała],5280,0.03,nie,2
12,GOWIN Jarosław,Nr 27 [Bielsko-Biała],5209,0.03,nie,2
13,DZIEDZIC Janusz Witold,Nr 27 [Bielsko-Biała],1340,0.01,nie,2
14,BIEGUN Agnieszka Magdalena,Nr 27 [Bielsko-Biała],2102,0.01,nie,2
15,WAWRZECZKO Magdalena Elżbieta,Nr 27 [Bielsko-Biała],1027,0.01,nie,2
16,MICHNIK Renata Anna,Nr 27 [Bielsko-Biała],970,0.01,nie,2
17,PASIERBEK Łukasz Grzegorz,Nr 27 [Bielsko-Biała],1161,0.01,nie,2
18,BIAŁOWĄS Beata Iwona,Nr 27 [Bielsko-Biała],1999,0.01,nie,2
1,GIŻYŃSKI Szymon Stanisław,Nr 28 [Częstochowa],42325,0.23,tak,2
2,BURZYŃSKA Lidia Ewa,Nr 28 [Częstochowa],24672,0.13,tak,2
3,TREPKA Mariusz Wiesław,Nr 28 [Częstochowa],12881,0.07,tak,2
4,GAWRON Andrzej Janusz,Nr 28 [Częstochowa],13888,0.08,tak,2
5,FAJER Monika,Nr 28 [Częstochowa],11660,0.06,nie,2
6,DEREJCZYK Piotr,Nr 28 [Częstochowa],3363,0.02,nie,2
7,KAPTACZ Anna Janina,Nr 28 [Częstochowa],2587,0.01,nie,2
8,MAJ Tomasz,Nr 28 [Częstochowa],2261,0.01,nie,2
9,LANGE Łukasz Artur,Nr 28 [Częstochowa],924,0.01,nie,2
10,RUKSZA Paweł Jan,Nr 28 [Częstochowa],3366,0.02,nie,2
11,PIETRULEWICZ Magdalena Anna,Nr 28 [Częstochowa],1678,0.01,nie,2
12,SŁUŻAŁEK-JAWORSKA Danuta Elżbieta,Nr 28 [Częstochowa],1319,0.01,nie,2
13,SOWA Andrzej Piotr,Nr 28 [Częstochowa],2006,0.01,nie,2
14,ZALESKA Urszula,Nr 28 [Częstochowa],3060,0.02,nie,2
1,BORYS-SZOPA Bożena Teresa,Nr 29 [Katowice],49914,0.27,tak,2
2,SZARAMA Wojciech Piotr,Nr 29 [Katowice],16649,0.09,tak,2
3,PYZIK Piotr Mieczysław,Nr 29 [Katowice],7076,0.04,nie,2
4,GONCIARZ Jarosław Włodzimierz,Nr 29 [Katowice],8980,0.05,tak,2
5,OLSZEWSKI Tomasz Jan,Nr 29 [Katowice],7859,0.04,nie,2
6,KUBICA Józef Jan,Nr 29 [Katowice],7017,0.04,nie,2
7,DZIUK Barbara Anna,Nr 29 [Katowice],11399,0.06,tak,2
8,PRZEDPEŁSKI Zbigniew Jerzy,Nr 29 [Katowice],1141,0.01,nie,2
9,BORÓWKA Anna Joanna,Nr 29 [Katowice],4500,0.02,nie,2
10,KOWALSKI Bartłomiej Leszek,Nr 29 [Katowice],2312,0.01,nie,2
11,ŻAK Paweł,Nr 29 [Katowice],2689,0.01,nie,2
12,SIEBIATA-TOMCZYK Dorota Regina,Nr 29 [Katowice],787,0.0,nie,2
13,ILEWSKI Adam,Nr 29 [Katowice],756,0.0,nie,2
14,KOŁODZIEJ-PTAK Krystyna Stanisława,Nr 29 [Katowice],847,0.0,nie,2
15,REISS Ferdynand Wilhelm,Nr 29 [Katowice],926,0.01,nie,2
16,CEBULA Ewelina Sylwia,Nr 29 [Katowice],1943,0.01,nie,2
17,PATOŃ Piotr Jerzy,Nr 29 [Katowice],1506,0.01,nie,2
18,KOGOWSKA-PIASECKA Elżbieta Izabela,Nr 29 [Katowice],2278,0.01,nie,2
1,PIECHA Bolesław Grzegorz,Nr 30 [Bielsko-Biała],38809,0.21,tak,2
2,WOŚ Michał Piotr,Nr 30 [Bielsko-Biała],37763,0.2,tak,2
3,SOBIERAJSKI Czesław Stanisław,Nr 30 [Bielsko-Biała],3907,0.02,nie,2
4,GAWĘDA Adam,Nr 30 [Bielsko-Biała],26291,0.14,tak,2
5,MATUSIAK Grzegorz,Nr 30 [Bielsko-Biała],11195,0.06,tak,2
6,DUTKIEWICZ Katarzyna Maria,Nr 30 [Bielsko-Biała],3710,0.02,nie,2
7,GLENC Teresa,Nr 30 [Bielsko-Biała],14274,0.08,tak,2
8,RAJCA Cezary Dominik,Nr 30 [Bielsko-Biała],5582,0.03,nie,2
9,SZUTKA Mirela Elżbieta,Nr 30 [Bielsko-Biała],3969,0.02,nie,2
10,SZCZĘSNY Jarosław Zbigniew,Nr 30 [Bielsko-Biała],2239,0.01,nie,2
11,RATKA-BOSSARD Aleksandra Katarzyna,Nr 30 [Bielsko-Biała],1155,0.01,nie,2
12,SZYMURA Karol Bogusław,Nr 30 [Bielsko-Biała],2012,0.01,nie,2
13,SZYMICZEK Alojzy Jan,Nr 30 [Bielsko-Biała],2326,0.01,nie,2
14,GARUS-KOPERTOWSKA Angelika Krystyna,Nr 30 [Bielsko-Biała],891,0.0,nie,2
15,KASPAREK Urszula Zofia,Nr 30 [Bielsko-Biała],854,0.0,nie,2
16,KODURA Maria,Nr 30 [Bielsko-Biała],714,0.0,nie,2
17,LAZAR Jerzy Bolesław,Nr 30 [Bielsko-Biała],2105,0.01,nie,2
18,WAWRZYCZEK Daniel Emilian,Nr 30 [Bielsko-Biała],3364,0.02,nie,2
1,MORAWIECKI Mateusz Jakub,Nr 31 [Katowice],133687,0.72,tak,2
2,WÓJCIK Michał Marek,Nr 31 [Katowice],8315,0.05,tak,2
3,POLACZEK Jerzy Jan,Nr 31 [Katowice],7621,0.04,tak,2
4,SOŚNIERZ Andrzej Stanisław,Nr 31 [Katowice],6061,0.03,tak,2
5,NOWAK Maria Teresa,Nr 31 [Katowice],4166,0.02,nie,2
6,PIECHOTA Leszek Marian,Nr 31 [Katowice],1256,0.01,nie,2
7,WESOŁY Marek Jacek,Nr 31 [Katowice],6091,0.03,tak,2
8,SKAPCZYK Anita Maria,Nr 31 [Katowice],3330,0.02,nie,2
9,SKIBA Mariusz Piotr,Nr 31 [Katowice],2489,0.01,nie,2
10,JABŁOŃSKI Paweł,Nr 31 [Katowice],1362,0.01,nie,2
11,FREITAG Janusz Paweł,Nr 31 [Katowice],1691,0.01,nie,2
12,AUGUSTYN Zbigniew,Nr 31 [Katowice],997,0.01,nie,2
13,KOPER-STASZOWSKA Wioletta Maria,Nr 31 [Katowice],1023,0.01,nie,2
14,BISKUP Bernadeta Cecylia,Nr 31 [Katowice],585,0.0,nie,2
15,PANEK Krystyna Zofia,Nr 31 [Katowice],573,0.0,nie,2
16,GROBEL Beata,Nr 31 [Katowice],451,0.0,nie,2
17,ROSICKI Łukasz Krzysztof,Nr 31 [Katowice],311,0.0,nie,2
18,DURSKA Maria Stefania,Nr 31 [Katowice],216,0.0,nie,2
19,ZIĘBA Janina Maria,Nr 31 [Katowice],785,0.0,nie,2
20,URBAŃCZYK Marek Jan,Nr 31 [Katowice],491,0.0,nie,2
21,STĘPIEŃ Agnieszka,Nr 31 [Katowice],1143,0.01,nie,2
22,SKOTAREK Agnieszka Katarzyna,Nr 31 [Katowice],474,0.0,nie,2
23,KICZMAL Mirosław Stanisław,Nr 31 [Katowice],223,0.0,nie,2
24,AHNERT Wojciech Tadeusz,Nr 31 [Katowice],689,0.0,nie,2
1,MALIK Ewa Danuta,Nr 32 [Katowice],46773,0.25,tak,2
2,ANDZEL Waldemar Franciszek,Nr 32 [Katowice],21723,0.12,tak,2
3,WARWAS Robert Piotr,Nr 32 [Katowice],20354,0.11,tak,2
4,NOWICKA Danuta Czesława,Nr 32 [Katowice],7574,0.04,tak,2
5,MATERLA Maria,Nr 32 [Katowice],6414,0.03,nie,2
6,KOZIK Marcin Henryk,Nr 32 [Katowice],6851,0.04,nie,2
7,ZARYCHTA-SURÓWKA Małgorzata Wioletta,Nr 32 [Katowice],1197,0.01,nie,2
8,PIĄTEK Zbigniew Józef,Nr 32 [Katowice],1628,0.01,nie,2
9,SZYDLIK Bożena Grażyna,Nr 32 [Katowice],1295,0.01,nie,2
10,WILK Kazimierz Czesław,Nr 32 [Katowice],1004,0.01,nie,2
11,WARDENGA Lena Marzena,Nr 32 [Katowice],581,0.0,nie,2
12,DERELA Maciej Daniel,Nr 32 [Katowice],1227,0.01,nie,2
13,CIEŚLIK Beata Elżbieta,Nr 32 [Katowice],1314,0.01,nie,2
14,SZOPA Paweł Ludwik,Nr 32 [Katowice],2046,0.01,nie,2
15,TRAWCZYŃSKA Ewa Irena,Nr 32 [Katowice],772,0.0,nie,2
16,GŁĄB Zenon Zygmunt,Nr 32 [Katowice],831,0.0,nie,2
17,CURYŁO Łukasz,Nr 32 [Katowice],2969,0.02,nie,2
1,ZIOBRO Zbigniew Tadeusz,Nr 33 [Kielce],115903,0.63,tak,2
2,KRUPKA Anna Maria,Nr 33 [Kielce],69946,0.38,tak,2
3,LIPIEC Krzysztof Bogdan,Nr 33 [Kielce],14544,0.08,tak,2
4,CIEŚLAK Michał,Nr 33 [Kielce],12310,0.07,tak,2
5,KWITEK Marek,Nr 33 [Kielce],5453,0.03,tak,2
6,WAWRZYK Piotr Sylwester,Nr 33 [Kielce],6750,0.04,tak,2
7,WOJTYSZEK Agata Katarzyna,Nr 33 [Kielce],18333,0.1,tak,2
8,ZUBA Maria,Nr 33 [Kielce],3607,0.02,nie,2
9,LATOSIŃSKI Bogdan Jan,Nr 33 [Kielce],3535,0.02,nie,2
10,KRYJ Andrzej Michał,Nr 33 [Kielce],7690,0.04,tak,2
11,GOSEK Mariusz Marek,Nr 33 [Kielce],4621,0.03,nie,2
12,BIELECKI Krzysztof,Nr 33 [Kielce],2488,0.01,nie,2
13,KONARSKI Artur Marian,Nr 33 [Kielce],1903,0.01,nie,2
14,PUCHROWICZ Tomasz Andrzej,Nr 33 [Kielce],3830,0.02,nie,2
15,TARCZYŃSKI Dominik,Nr 33 [Kielce],8186,0.04,tak,2
16,KONIUSZ Zbigniew Adam,Nr 33 [Kielce],4297,0.02,nie,2
17,STĘPIEŃ-ZAJĄC Dorota Ewa,Nr 33 [Kielce],1272,0.01,nie,2
18,PIEC Grzegorz,Nr 33 [Kielce],2788,0.02,nie,2
19,SŁONIEWSKA Monika,Nr 33 [Kielce],937,0.01,nie,2
20,ORZEŁ Bartłomiej Piotr,Nr 33 [Kielce],2427,0.01,nie,2
21,BURAS Agnieszka Dorota,Nr 33 [Kielce],4110,0.02,nie,2
22,STRZAŁA Marek,Nr 33 [Kielce],1955,0.01,nie,2
23,JALOWSKA Małgorzata Barbara,Nr 33 [Kielce],3347,0.02,nie,2
24,PRZYBYSZEWSKI Hubert Wacław,Nr 33 [Kielce],1053,0.01,nie,2
25,ŚLUSARCZYK Maksymilian Krzysztof,Nr 33 [Kielce],367,0.0,nie,2
26,IWAŃSKA-BĘBEN Patrycja Anna,Nr 33 [Kielce],1151,0.01,nie,2
27,PRZYGODZKA Urszula,Nr 33 [Kielce],738,0.0,nie,2
28,CHRUSZCZ Sylwester Arkadiusz,Nr 33 [Kielce],414,0.0,nie,2
29,KRĘPA Danuta Barbara,Nr 33 [Kielce],925,0.01,nie,2
30,ZIELEŃ Magdalena Anna,Nr 33 [Kielce],919,0.0,nie,2
31,KUŚ Agnieszka,Nr 33 [Kielce],1270,0.01,nie,2
32,DORYWALSKI Bartłomiej,Nr 33 [Kielce],7386,0.04,tak,2
1,KRASULSKI Leonard Seweryn,Nr 34 [Elbląg],19747,0.11,tak,2
2,WILK Jerzy Zbigniew,Nr 34 [Elbląg],18620,0.1,tak,2
3,BABALSKI Zbigniew,Nr 34 [Elbląg],19293,0.1,tak,2
4,KAZIMIERCZUK Marcin,Nr 34 [Elbląg],3921,0.02,nie,2
5,MODZELEWSKA-KOZIOŁ Monika Anna,Nr 34 [Elbląg],4235,0.02,nie,2
6,GODZIŃSKI Damian Jan,Nr 34 [Elbląg],1859,0.01,nie,2
7,KOWSZYŃSKI Paweł Andrzej,Nr 34 [Elbląg],4299,0.02,nie,2
8,OŁDAKOWSKI Adam,Nr 34 [Elbląg],5886,0.03,nie,2
9,WĘGŁOWSKA Anna,Nr 34 [Elbląg],2844,0.02,nie,2
10,GOIK Karolina Ewa,Nr 34 [Elbląg],1191,0.01,nie,2
11,PIĄTEK Anna,Nr 34 [Elbląg],4134,0.02,nie,2
12,KAMIŃSKA Grażyna,Nr 34 [Elbląg],1833,0.01,nie,2
13,ANDRUSZKIEWICZ Jolanta Wiesława,Nr 34 [Elbląg],2757,0.01,nie,2
14,GONTARZ Robert,Nr 34 [Elbląg],7702,0.04,tak,2
15,KIEROZALSKI Grzegorz,Nr 34 [Elbląg],548,0.0,nie,2
16,PAWLIK Jacek Roman,Nr 34 [Elbląg],3609,0.02,nie,2
1,MAKSYMOWICZ Wojciech Stefan,Nr 35 [Olsztyn],31575,0.17,tak,2
2,ARENT Iwona Ewa,Nr 35 [Olsztyn],17916,0.1,tak,2
3,CHOJECKI Artur Henryk,Nr 35 [Olsztyn],8344,0.05,nie,2
4,KOSSAKOWSKI Wojciech,Nr 35 [Olsztyn],11257,0.06,tak,2
5,MAŁECKI Jerzy Wojciech,Nr 35 [Olsztyn],9631,0.05,tak,2
6,GOSIEWSKI Jerzy Antoni,Nr 35 [Olsztyn],7455,0.04,nie,2
7,KOZŁOWSKI Patryk,Nr 35 [Olsztyn],5822,0.03,nie,2
8,NOWACKI Robert Krzysztof,Nr 35 [Olsztyn],3240,0.02,nie,2
9,ŻUCHOWSKI Henryk,Nr 35 [Olsztyn],5661,0.03,nie,2
10,RUDNIK Dariusz Stanisław,Nr 35 [Olsztyn],2040,0.01,nie,2
11,BUKOWSKA Beata Anna,Nr 35 [Olsztyn],1654,0.01,nie,2
12,SZOSTAK Izabela Kamila,Nr 35 [Olsztyn],1432,0.01,nie,2
13,MARCHEL Karol Robert,Nr 35 [Olsztyn],2519,0.01,nie,2
14,TOŁWIŃSKA Zdzisława Barbara,Nr 35 [Olsztyn],625,0.0,nie,2
15,JUCHNIEWICZ Andrzej,Nr 35 [Olsztyn],1288,0.01,nie,2
16,MICHALSKA Jolanta Anna,Nr 35 [Olsztyn],938,0.01,nie,2
17,SUCHOCKA Agnieszka Jolanta,Nr 35 [Olsztyn],1222,0.01,nie,2
18,SZOSTKOWSKI Tomasz,Nr 35 [Olsztyn],948,0.01,nie,2
19,MIESZKOWSKA Ewa,Nr 35 [Olsztyn],1023,0.01,nie,2
20,WYPIJ Michał Piotr,Nr 35 [Olsztyn],14170,0.08,tak,2
1,DZIEDZICZAK Jan Michał,Nr 36 [Kalisz],60599,0.33,tak,2
2,ŁAWNICZAK Tomasz,Nr 36 [Kalisz],13496,0.07,tak,2
3,MOSIŃSKI Jan,Nr 36 [Kalisz],16479,0.09,tak,2
4,MALĄG Marlena Magdalena,Nr 36 [Kalisz],25695,0.14,tak,2
5,KALETA Piotr Marek,Nr 36 [Kalisz],12632,0.07,tak,2
6,CZECHAK Lidia,Nr 36 [Kalisz],11276,0.06,nie,2
7,BIERŁA Leszek Józef,Nr 36 [Kalisz],5508,0.03,nie,2
8,SOWA Marek Jan,Nr 36 [Kalisz],3153,0.02,nie,2
9,MICHNIEWICZ Romuald Michał,Nr 36 [Kalisz],1252,0.01,nie,2
10,SÓJKA Katarzyna,Nr 36 [Kalisz],15860,0.09,tak,2
11,KUBIAK Agnieszka Beata,Nr 36 [Kalisz],2362,0.01,nie,2
12,KOZŁOWSKI Jerzy,Nr 36 [Kalisz],1893,0.01,nie,2
13,JANUSZKIEWICZ Piotr Józef,Nr 36 [Kalisz],2098,0.01,nie,2
14,DZIEDZIC Krzysztof Józef,Nr 36 [Kalisz],2478,0.01,nie,2
15,SZYMONIAK Czesław Jan,Nr 36 [Kalisz],995,0.01,nie,2
16,ŚNIEGOCKA Alicja Maria,Nr 36 [Kalisz],4086,0.02,nie,2
17,KALAK Sławomira Maria,Nr 36 [Kalisz],1812,0.01,nie,2
18,SŁOWIŃSKA Dorota,Nr 36 [Kalisz],1626,0.01,nie,2
19,JAGODZIŃSKI Maciej Antoni,Nr 36 [Kalisz],1948,0.01,nie,2
20,ANDRZEJEWSKA Teresa Małgorzata,Nr 36 [Kalisz],2036,0.01,nie,2
21,NAWROT Joanna,Nr 36 [Kalisz],2121,0.01,nie,2
22,SZCZERBAŃ Jan Franciszek,Nr 36 [Kalisz],1344,0.01,nie,2
23,BĄKOWSKI Marek,Nr 36 [Kalisz],1756,0.01,nie,2
24,PLICHTA Andrzej,Nr 36 [Kalisz],2548,0.01,nie,2
1,HOFFMANN Zbigniew Grzegorz,Nr 37 [Konin],42859,0.23,tak,2
2,CZARNECKI Witold Wojciech,Nr 37 [Konin],16502,0.09,tak,2
3,DOLATA Zbigniew,Nr 37 [Konin],23116,0.13,tak,2
4,BARTOSIK Ryszard,Nr 37 [Konin],17338,0.09,tak,2
5,GALEMBA Leszek Ryszard,Nr 37 [Konin],16521,0.09,tak,2
6,OSTROWSKI Krzysztof Jan,Nr 37 [Konin],11934,0.06,nie,2
7,WASZKOWIAK Marek Henryk,Nr 37 [Konin],3195,0.02,nie,2
8,POPKOWSKI Robert Adam,Nr 37 [Konin],8691,0.05,nie,2
9,WOŹNIAK Anna,Nr 37 [Konin],5785,0.03,nie,2
10,WOJNA Paweł,Nr 37 [Konin],3059,0.02,nie,2
11,SZYKOWNA Anita Aldona,Nr 37 [Konin],2617,0.01,nie,2
12,WIŚNIEWSKA-ZABŁOCKA Małgorzata,Nr 37 [Konin],3148,0.02,nie,2
13,DERUCKA-KOŁATA Emilia,Nr 37 [Konin],857,0.0,nie,2
14,GRABOWSKI Łukasz,Nr 37 [Konin],1776,0.01,nie,2
15,CICHACKA Małgorzata Marta,Nr 37 [Konin],1886,0.01,nie,2
16,BARTKOWIAK Jacek Dariusz,Nr 37 [Konin],1545,0.01,nie,2
17,MUSIAŁEK Halina,Nr 37 [Konin],1839,0.01,nie,2
18,ITMAN Zofia Mariola,Nr 37 [Konin],4297,0.02,nie,2
1,CZARNECKI Krzysztof Władysław,Nr 38 [Piła],38116,0.21,tak,2
2,KUBIAK Marta Ryszarda,Nr 38 [Piła],13191,0.07,tak,2
3,PIECHOWIAK Grzegorz,Nr 38 [Piła],9232,0.05,tak,2
4,PORZUCEK Marcin Bartosz,Nr 38 [Piła],27077,0.15,tak,2
5,ZIELIŃSKI Michał Witold,Nr 38 [Piła],8774,0.05,nie,2
6,BANAŚ Dorota,Nr 38 [Piła],8716,0.05,nie,2
7,FLEMING Bogdan Włodzimierz,Nr 38 [Piła],1534,0.01,nie,2
8,NIJAKA Danuta Maria,Nr 38 [Piła],3097,0.02,nie,2
9,JANKOWSKA Maja Małgorzata,Nr 38 [Piła],1868,0.01,nie,2
10,FELCYN Józef,Nr 38 [Piła],1050,0.01,nie,2
